,data,valor,data da extração,responsável
1297,1991-08-16,0.643667,2022-08-16,Fulano de Tal
1298,1991-08-19,0.647333,2022-08-16,Fulano de Tal
1299,1991-08-20,0.664333,2022-08-16,Fulano de Tal
1300,1991-08-21,0.666,2022-08-16,Fulano de Tal
1301,1991-08-22,0.668,2022-08-16,Fulano de Tal
1302,1991-08-23,0.682333,2022-08-16,Fulano de Tal
1303,1991-08-26,0.702667,2022-08-16,Fulano de Tal
1304,1991-08-27,0.772,2022-08-16,Fulano de Tal
1305,1991-08-28,0.802333,2022-08-16,Fulano de Tal
1306,1991-08-29,0.831333,2022-08-16,Fulano de Tal
1307,1991-08-30,0.835,2022-08-16,Fulano de Tal
1308,1991-09-02,0.856,2022-08-16,Fulano de Tal
1309,1991-09-03,0.859,2022-08-16,Fulano de Tal
1310,1991-09-04,0.862,2022-08-16,Fulano de Tal
1311,1991-09-05,0.864,2022-08-16,Fulano de Tal
1312,1991-09-06,0.862667,2022-08-16,Fulano de Tal
1313,1991-09-09,0.865333,2022-08-16,Fulano de Tal
1314,1991-09-10,0.865,2022-08-16,Fulano de Tal
1315,1991-09-11,0.866,2022-08-16,Fulano de Tal
1316,1991-09-12,0.866667,2022-08-16,Fulano de Tal
1317,1991-09-13,0.865333,2022-08-16,Fulano de Tal
1318,1991-09-16,0.866,2022-08-16,Fulano de Tal
1319,1991-09-17,0.865667,2022-08-16,Fulano de Tal
1320,1991-09-18,0.865667,2022-08-16,Fulano de Tal
1321,1991-09-19,0.865667,2022-08-16,Fulano de Tal
1322,1991-09-20,0.865333,2022-08-16,Fulano de Tal
1323,1991-09-23,0.864,2022-08-16,Fulano de Tal
1324,1991-09-24,0.861667,2022-08-16,Fulano de Tal
1325,1991-09-25,0.860667,2022-08-16,Fulano de Tal
1326,1991-09-26,0.861,2022-08-16,Fulano de Tal
1327,1991-09-27,0.861,2022-08-16,Fulano de Tal
1328,1991-09-30,0.860333,2022-08-16,Fulano de Tal
1329,1991-10-01,0.859333,2022-08-16,Fulano de Tal
1330,1991-10-02,0.863,2022-08-16,Fulano de Tal
1331,1991-10-03,0.863,2022-08-16,Fulano de Tal
1332,1991-10-04,0.864667,2022-08-16,Fulano de Tal
1333,1991-10-07,0.866333,2022-08-16,Fulano de Tal
1334,1991-10-08,0.872667,2022-08-16,Fulano de Tal
1335,1991-10-09,0.876,2022-08-16,Fulano de Tal
1336,1991-10-10,0.886,2022-08-16,Fulano de Tal
1337,1991-10-11,0.907667,2022-08-16,Fulano de Tal
1338,1991-10-14,0.928333,2022-08-16,Fulano de Tal
1339,1991-10-15,0.930333,2022-08-16,Fulano de Tal
1340,1991-10-16,0.931,2022-08-16,Fulano de Tal
1341,1991-10-17,0.933667,2022-08-16,Fulano de Tal
1342,1991-10-18,0.933333,2022-08-16,Fulano de Tal
1343,1991-10-21,0.949333,2022-08-16,Fulano de Tal
1344,1991-10-22,0.970667,2022-08-16,Fulano de Tal
1345,1991-10-23,0.992333,2022-08-16,Fulano de Tal
1346,1991-10-24,1.048667,2022-08-16,Fulano de Tal
1347,1991-10-25,1.117333,2022-08-16,Fulano de Tal
1348,1991-10-28,1.394667,2022-08-16,Fulano de Tal
1349,1991-10-29,1.401333,2022-08-16,Fulano de Tal
1350,1991-10-30,1.400667,2022-08-16,Fulano de Tal
1351,1991-10-31,1.399667,2022-08-16,Fulano de Tal
1352,1991-11-01,1.390333,2022-08-16,Fulano de Tal
1353,1991-11-04,1.415333,2022-08-16,Fulano de Tal
1354,1991-11-05,1.412,2022-08-16,Fulano de Tal
1355,1991-11-06,1.414667,2022-08-16,Fulano de Tal
1356,1991-11-07,1.417333,2022-08-16,Fulano de Tal
1357,1991-11-08,1.420333,2022-08-16,Fulano de Tal
1358,1991-11-11,1.420333,2022-08-16,Fulano de Tal
1359,1991-11-12,1.420333,2022-08-16,Fulano de Tal
1360,1991-11-13,1.420667,2022-08-16,Fulano de Tal
1361,1991-11-14,1.421333,2022-08-16,Fulano de Tal
1362,1991-11-18,1.421333,2022-08-16,Fulano de Tal
1363,1991-11-19,1.420667,2022-08-16,Fulano de Tal
1364,1991-11-20,1.420333,2022-08-16,Fulano de Tal
1365,1991-11-21,1.419667,2022-08-16,Fulano de Tal
1366,1991-11-22,1.417667,2022-08-16,Fulano de Tal
1367,1991-11-25,1.413333,2022-08-16,Fulano de Tal
1368,1991-11-26,1.41,2022-08-16,Fulano de Tal
1369,1991-11-27,1.407,2022-08-16,Fulano de Tal
1370,1991-11-28,1.403333,2022-08-16,Fulano de Tal
1371,1991-11-29,1.4,2022-08-16,Fulano de Tal
1372,1991-12-02,1.397667,2022-08-16,Fulano de Tal
1373,1991-12-03,1.4,2022-08-16,Fulano de Tal
1374,1991-12-04,1.399,2022-08-16,Fulano de Tal
1375,1991-12-05,1.397333,2022-08-16,Fulano de Tal
1376,1991-12-06,1.396333,2022-08-16,Fulano de Tal
1377,1991-12-09,1.395333,2022-08-16,Fulano de Tal
1378,1991-12-10,1.384,2022-08-16,Fulano de Tal
1379,1991-12-11,1.372333,2022-08-16,Fulano de Tal
1380,1991-12-12,1.350333,2022-08-16,Fulano de Tal
1381,1991-12-13,1.333667,2022-08-16,Fulano de Tal
1382,1991-12-16,1.314333,2022-08-16,Fulano de Tal
1383,1991-12-17,1.297667,2022-08-16,Fulano de Tal
1384,1991-12-18,1.273,2022-08-16,Fulano de Tal
1385,1991-12-19,1.253,2022-08-16,Fulano de Tal
1386,1991-12-20,1.223,2022-08-16,Fulano de Tal
1387,1991-12-23,1.199333,2022-08-16,Fulano de Tal
1388,1991-12-24,1.199333,2022-08-16,Fulano de Tal
1389,1991-12-26,1.192667,2022-08-16,Fulano de Tal
1390,1991-12-27,1.185333,2022-08-16,Fulano de Tal
1391,1991-12-30,1.174333,2022-08-16,Fulano de Tal
1392,1991-12-31,1.174333,2022-08-16,Fulano de Tal
1393,1992-01-02,1.171667,2022-08-16,Fulano de Tal
1394,1992-01-03,1.162667,2022-08-16,Fulano de Tal
1395,1992-01-06,1.166333,2022-08-16,Fulano de Tal
1396,1992-01-07,1.171667,2022-08-16,Fulano de Tal
1397,1992-01-08,1.181667,2022-08-16,Fulano de Tal
1398,1992-01-09,1.187,2022-08-16,Fulano de Tal
1399,1992-01-10,1.181,2022-08-16,Fulano de Tal
1400,1992-01-13,1.174667,2022-08-16,Fulano de Tal
1401,1992-01-14,1.173667,2022-08-16,Fulano de Tal
1402,1992-01-15,1.163333,2022-08-16,Fulano de Tal
1403,1992-01-16,1.149,2022-08-16,Fulano de Tal
1404,1992-01-17,1.137333,2022-08-16,Fulano de Tal
1405,1992-01-20,1.137333,2022-08-16,Fulano de Tal
1406,1992-01-21,1.14,2022-08-16,Fulano de Tal
1407,1992-01-22,1.140667,2022-08-16,Fulano de Tal
1408,1992-01-23,1.147333,2022-08-16,Fulano de Tal
1409,1992-01-24,1.153,2022-08-16,Fulano de Tal
1410,1992-01-27,1.157333,2022-08-16,Fulano de Tal
1411,1992-01-28,1.165667,2022-08-16,Fulano de Tal
1412,1992-01-29,1.179333,2022-08-16,Fulano de Tal
1413,1992-01-30,1.196667,2022-08-16,Fulano de Tal
1414,1992-01-31,1.218667,2022-08-16,Fulano de Tal
1415,1992-02-03,1.262,2022-08-16,Fulano de Tal
1416,1992-02-04,1.268,2022-08-16,Fulano de Tal
1417,1992-02-05,1.270667,2022-08-16,Fulano de Tal
1418,1992-02-06,1.273,2022-08-16,Fulano de Tal
1419,1992-02-07,1.276,2022-08-16,Fulano de Tal
1420,1992-02-10,1.279333,2022-08-16,Fulano de Tal
1421,1992-02-11,1.279,2022-08-16,Fulano de Tal
1422,1992-02-12,1.279333,2022-08-16,Fulano de Tal
1423,1992-02-13,1.28,2022-08-16,Fulano de Tal
1424,1992-02-14,1.278667,2022-08-16,Fulano de Tal
1425,1992-02-17,1.279,2022-08-16,Fulano de Tal
1426,1992-02-18,1.278667,2022-08-16,Fulano de Tal
1427,1992-02-19,1.276667,2022-08-16,Fulano de Tal
1428,1992-02-20,1.276333,2022-08-16,Fulano de Tal
1429,1992-02-21,1.273667,2022-08-16,Fulano de Tal
1430,1992-02-24,1.269,2022-08-16,Fulano de Tal
1431,1992-02-25,1.265667,2022-08-16,Fulano de Tal
1432,1992-02-26,1.261667,2022-08-16,Fulano de Tal
1433,1992-02-27,1.257,2022-08-16,Fulano de Tal
1434,1992-02-28,1.252333,2022-08-16,Fulano de Tal
1435,1992-03-04,1.252333,2022-08-16,Fulano de Tal
1436,1992-03-05,1.250667,2022-08-16,Fulano de Tal
1437,1992-03-06,1.250333,2022-08-16,Fulano de Tal
1438,1992-03-09,1.249667,2022-08-16,Fulano de Tal
1439,1992-03-10,1.249,2022-08-16,Fulano de Tal
1440,1992-03-11,1.238667,2022-08-16,Fulano de Tal
1441,1992-03-12,1.227,2022-08-16,Fulano de Tal
1442,1992-03-13,1.226667,2022-08-16,Fulano de Tal
1443,1992-03-16,1.198333,2022-08-16,Fulano de Tal
1444,1992-03-17,1.169667,2022-08-16,Fulano de Tal
1445,1992-03-18,1.168,2022-08-16,Fulano de Tal
1446,1992-03-19,1.166333,2022-08-16,Fulano de Tal
1447,1992-03-20,1.164,2022-08-16,Fulano de Tal
1448,1992-03-23,1.16,2022-08-16,Fulano de Tal
1449,1992-03-24,1.162333,2022-08-16,Fulano de Tal
1450,1992-03-25,1.161667,2022-08-16,Fulano de Tal
1451,1992-03-26,1.159333,2022-08-16,Fulano de Tal
1452,1992-03-27,1.159667,2022-08-16,Fulano de Tal
1453,1992-03-30,1.159,2022-08-16,Fulano de Tal
1454,1992-03-31,1.159,2022-08-16,Fulano de Tal
1455,1992-04-01,1.176,2022-08-16,Fulano de Tal
1456,1992-04-02,1.174,2022-08-16,Fulano de Tal
1457,1992-04-03,1.172667,2022-08-16,Fulano de Tal
1458,1992-04-06,1.173,2022-08-16,Fulano de Tal
1459,1992-04-07,1.172,2022-08-16,Fulano de Tal
1460,1992-04-08,1.170333,2022-08-16,Fulano de Tal
1461,1992-04-09,1.167,2022-08-16,Fulano de Tal
1462,1992-04-10,1.166333,2022-08-16,Fulano de Tal
1463,1992-04-13,1.164667,2022-08-16,Fulano de Tal
1464,1992-04-14,1.164,2022-08-16,Fulano de Tal
1465,1992-04-15,1.163333,2022-08-16,Fulano de Tal
1466,1992-04-20,1.162667,2022-08-16,Fulano de Tal
1467,1992-04-22,1.105667,2022-08-16,Fulano de Tal
1468,1992-04-23,1.084333,2022-08-16,Fulano de Tal
1469,1992-04-24,1.075667,2022-08-16,Fulano de Tal
1470,1992-04-27,1.073667,2022-08-16,Fulano de Tal
1471,1992-04-28,1.071333,2022-08-16,Fulano de Tal
1472,1992-04-29,1.067,2022-08-16,Fulano de Tal
1473,1992-04-30,1.067,2022-08-16,Fulano de Tal
1474,1992-05-04,1.065667,2022-08-16,Fulano de Tal
1475,1992-05-05,1.066,2022-08-16,Fulano de Tal
1476,1992-05-06,1.065,2022-08-16,Fulano de Tal
1477,1992-05-07,1.066333,2022-08-16,Fulano de Tal
1478,1992-05-08,1.066333,2022-08-16,Fulano de Tal
1479,1992-05-11,1.064333,2022-08-16,Fulano de Tal
1480,1992-05-12,1.058667,2022-08-16,Fulano de Tal
1481,1992-05-13,1.048667,2022-08-16,Fulano de Tal
1482,1992-05-14,1.036667,2022-08-16,Fulano de Tal
1483,1992-05-15,1.033667,2022-08-16,Fulano de Tal
1484,1992-05-18,1.030333,2022-08-16,Fulano de Tal
1485,1992-05-19,1.026667,2022-08-16,Fulano de Tal
1486,1992-05-20,1.023333,2022-08-16,Fulano de Tal
1487,1992-05-21,1.019667,2022-08-16,Fulano de Tal
1488,1992-05-22,1.021,2022-08-16,Fulano de Tal
1489,1992-05-25,1.021,2022-08-16,Fulano de Tal
1490,1992-05-26,1.021667,2022-08-16,Fulano de Tal
1491,1992-05-27,1.021667,2022-08-16,Fulano de Tal
1492,1992-05-28,1.023333,2022-08-16,Fulano de Tal
1493,1992-05-29,1.025667,2022-08-16,Fulano de Tal
1494,1992-06-01,1.034667,2022-08-16,Fulano de Tal
1495,1992-06-02,1.044,2022-08-16,Fulano de Tal
1496,1992-06-03,1.046,2022-08-16,Fulano de Tal
1497,1992-06-04,1.048667,2022-08-16,Fulano de Tal
1498,1992-06-05,1.048333,2022-08-16,Fulano de Tal
1499,1992-06-08,1.048,2022-08-16,Fulano de Tal
1500,1992-06-09,1.047333,2022-08-16,Fulano de Tal
1501,1992-06-10,1.046333,2022-08-16,Fulano de Tal
1502,1992-06-11,1.044333,2022-08-16,Fulano de Tal
1503,1992-06-12,1.043333,2022-08-16,Fulano de Tal
1504,1992-06-15,1.043,2022-08-16,Fulano de Tal
1505,1992-06-16,1.042667,2022-08-16,Fulano de Tal
1506,1992-06-17,1.043,2022-08-16,Fulano de Tal
1507,1992-06-19,1.043333,2022-08-16,Fulano de Tal
1508,1992-06-22,1.042667,2022-08-16,Fulano de Tal
1509,1992-06-23,1.042333,2022-08-16,Fulano de Tal
1510,1992-06-24,1.033667,2022-08-16,Fulano de Tal
1511,1992-06-25,1.030667,2022-08-16,Fulano de Tal
1512,1992-06-26,1.027667,2022-08-16,Fulano de Tal
1513,1992-06-29,1.025333,2022-08-16,Fulano de Tal
1514,1992-06-30,1.024333,2022-08-16,Fulano de Tal
1515,1992-07-01,1.012667,2022-08-16,Fulano de Tal
1516,1992-07-02,1.023333,2022-08-16,Fulano de Tal
1517,1992-07-03,1.023,2022-08-16,Fulano de Tal
1518,1992-07-06,1.022333,2022-08-16,Fulano de Tal
1519,1992-07-07,1.021333,2022-08-16,Fulano de Tal
1520,1992-07-08,1.020333,2022-08-16,Fulano de Tal
1521,1992-07-09,1.019667,2022-08-16,Fulano de Tal
1522,1992-07-10,1.02,2022-08-16,Fulano de Tal
1523,1992-07-13,1.019333,2022-08-16,Fulano de Tal
1524,1992-07-14,1.019,2022-08-16,Fulano de Tal
1525,1992-07-15,1.018,2022-08-16,Fulano de Tal
1526,1992-07-16,1.017667,2022-08-16,Fulano de Tal
1527,1992-07-17,1.016333,2022-08-16,Fulano de Tal
1528,1992-07-20,1.014,2022-08-16,Fulano de Tal
1529,1992-07-21,1.011333,2022-08-16,Fulano de Tal
1530,1992-07-22,1.008,2022-08-16,Fulano de Tal
1531,1992-07-23,1.005,2022-08-16,Fulano de Tal
1532,1992-07-24,1.003667,2022-08-16,Fulano de Tal
1533,1992-07-27,1.003667,2022-08-16,Fulano de Tal
1534,1992-07-28,1.003,2022-08-16,Fulano de Tal
1535,1992-07-29,1.003333,2022-08-16,Fulano de Tal
1536,1992-07-30,1.033,2022-08-16,Fulano de Tal
1537,1992-07-31,1.059333,2022-08-16,Fulano de Tal
1538,1992-08-03,1.092667,2022-08-16,Fulano de Tal
1539,1992-08-04,1.091667,2022-08-16,Fulano de Tal
1540,1992-08-05,1.091,2022-08-16,Fulano de Tal
1541,1992-08-06,1.092667,2022-08-16,Fulano de Tal
1542,1992-08-07,1.092333,2022-08-16,Fulano de Tal
1543,1992-08-10,1.092,2022-08-16,Fulano de Tal
1544,1992-08-11,1.091,2022-08-16,Fulano de Tal
1545,1992-08-12,1.091,2022-08-16,Fulano de Tal
1546,1992-08-13,1.091,2022-08-16,Fulano de Tal
1547,1992-08-14,1.091333,2022-08-16,Fulano de Tal
1548,1992-08-17,1.091,2022-08-16,Fulano de Tal
1549,1992-08-18,1.09,2022-08-16,Fulano de Tal
1550,1992-08-19,1.091,2022-08-16,Fulano de Tal
1551,1992-08-20,1.089667,2022-08-16,Fulano de Tal
1552,1992-08-21,1.089333,2022-08-16,Fulano de Tal
1553,1992-08-24,1.090333,2022-08-16,Fulano de Tal
1554,1992-08-25,1.089333,2022-08-16,Fulano de Tal
1555,1992-08-26,1.089,2022-08-16,Fulano de Tal
1556,1992-08-27,1.089333,2022-08-16,Fulano de Tal
1557,1992-08-28,1.103667,2022-08-16,Fulano de Tal
1558,1992-08-31,1.124333,2022-08-16,Fulano de Tal
1559,1992-09-01,1.170667,2022-08-16,Fulano de Tal
1560,1992-09-02,1.171,2022-08-16,Fulano de Tal
1561,1992-09-03,1.172667,2022-08-16,Fulano de Tal
1562,1992-09-04,1.171667,2022-08-16,Fulano de Tal
1563,1992-09-08,1.17,2022-08-16,Fulano de Tal
1564,1992-09-09,1.174,2022-08-16,Fulano de Tal
1565,1992-09-10,1.170333,2022-08-16,Fulano de Tal
1566,1992-09-11,1.166333,2022-08-16,Fulano de Tal
1567,1992-09-14,1.167,2022-08-16,Fulano de Tal
1568,1992-09-15,1.167,2022-08-16,Fulano de Tal
1569,1992-09-16,1.167,2022-08-16,Fulano de Tal
1570,1992-09-17,1.166333,2022-08-16,Fulano de Tal
1571,1992-09-18,1.165667,2022-08-16,Fulano de Tal
1572,1992-09-21,1.165333,2022-08-16,Fulano de Tal
1573,1992-09-22,1.165667,2022-08-16,Fulano de Tal
1574,1992-09-23,1.165333,2022-08-16,Fulano de Tal
1575,1992-09-24,1.166,2022-08-16,Fulano de Tal
1576,1992-09-25,1.164667,2022-08-16,Fulano de Tal
1577,1992-09-28,1.170333,2022-08-16,Fulano de Tal
1578,1992-09-29,1.176667,2022-08-16,Fulano de Tal
1579,1992-09-30,1.187667,2022-08-16,Fulano de Tal
1580,1992-10-01,1.202667,2022-08-16,Fulano de Tal
1581,1992-10-02,1.197333,2022-08-16,Fulano de Tal
1582,1992-10-05,1.198667,2022-08-16,Fulano de Tal
1583,1992-10-06,1.202,2022-08-16,Fulano de Tal
1584,1992-10-07,1.199,2022-08-16,Fulano de Tal
1585,1992-10-08,1.197,2022-08-16,Fulano de Tal
1586,1992-10-09,1.189667,2022-08-16,Fulano de Tal
1587,1992-10-13,1.185,2022-08-16,Fulano de Tal
1588,1992-10-14,1.185667,2022-08-16,Fulano de Tal
1589,1992-10-15,1.185333,2022-08-16,Fulano de Tal
1590,1992-10-16,1.183,2022-08-16,Fulano de Tal
1591,1992-10-19,1.181,2022-08-16,Fulano de Tal
1592,1992-10-20,1.178333,2022-08-16,Fulano de Tal
1593,1992-10-21,1.177667,2022-08-16,Fulano de Tal
1594,1992-10-22,1.177,2022-08-16,Fulano de Tal
1595,1992-10-23,1.177333,2022-08-16,Fulano de Tal
1596,1992-10-26,1.178333,2022-08-16,Fulano de Tal
1597,1992-10-27,1.178,2022-08-16,Fulano de Tal
1598,1992-10-28,1.187333,2022-08-16,Fulano de Tal
1599,1992-10-29,1.198333,2022-08-16,Fulano de Tal
1600,1992-10-30,1.213,2022-08-16,Fulano de Tal
1601,1992-11-03,1.234,2022-08-16,Fulano de Tal
1602,1992-11-04,1.239333,2022-08-16,Fulano de Tal
1603,1992-11-05,1.239667,2022-08-16,Fulano de Tal
1604,1992-11-06,1.239333,2022-08-16,Fulano de Tal
1605,1992-11-09,1.24,2022-08-16,Fulano de Tal
1606,1992-11-10,1.239667,2022-08-16,Fulano de Tal
1607,1992-11-11,1.237333,2022-08-16,Fulano de Tal
1608,1992-11-12,1.237,2022-08-16,Fulano de Tal
1609,1992-11-13,1.236,2022-08-16,Fulano de Tal
1610,1992-11-16,1.221667,2022-08-16,Fulano de Tal
1611,1992-11-17,1.207333,2022-08-16,Fulano de Tal
1612,1992-11-18,1.192333,2022-08-16,Fulano de Tal
1613,1992-11-19,1.176,2022-08-16,Fulano de Tal
1614,1992-11-20,1.157667,2022-08-16,Fulano de Tal
1615,1992-11-23,1.133667,2022-08-16,Fulano de Tal
1616,1992-11-24,1.103,2022-08-16,Fulano de Tal
1617,1992-11-25,1.071333,2022-08-16,Fulano de Tal
1618,1992-11-26,1.054,2022-08-16,Fulano de Tal
1619,1992-11-27,1.057,2022-08-16,Fulano de Tal
1620,1992-11-30,1.053667,2022-08-16,Fulano de Tal
1621,1992-12-01,1.032667,2022-08-16,Fulano de Tal
1622,1992-12-02,1.030333,2022-08-16,Fulano de Tal
1623,1992-12-03,1.028667,2022-08-16,Fulano de Tal
1624,1992-12-04,1.024667,2022-08-16,Fulano de Tal
1625,1992-12-07,1.022333,2022-08-16,Fulano de Tal
1626,1992-12-08,1.023,2022-08-16,Fulano de Tal
1627,1992-12-09,1.023333,2022-08-16,Fulano de Tal
1628,1992-12-10,1.023667,2022-08-16,Fulano de Tal
1629,1992-12-11,1.024667,2022-08-16,Fulano de Tal
1630,1992-12-14,1.025,2022-08-16,Fulano de Tal
1631,1992-12-15,1.025333,2022-08-16,Fulano de Tal
1632,1992-12-16,1.027667,2022-08-16,Fulano de Tal
1633,1992-12-17,1.029667,2022-08-16,Fulano de Tal
1634,1992-12-18,1.039667,2022-08-16,Fulano de Tal
1635,1992-12-21,1.056667,2022-08-16,Fulano de Tal
1636,1992-12-22,1.070667,2022-08-16,Fulano de Tal
1637,1992-12-23,1.08,2022-08-16,Fulano de Tal
1638,1992-12-24,1.08,2022-08-16,Fulano de Tal
1639,1992-12-28,1.095333,2022-08-16,Fulano de Tal
1640,1992-12-29,1.114667,2022-08-16,Fulano de Tal
1641,1992-12-30,1.144,2022-08-16,Fulano de Tal
1642,1992-12-31,1.144,2022-08-16,Fulano de Tal
1643,1993-01-04,1.201333,2022-08-16,Fulano de Tal
1644,1993-01-05,1.198,2022-08-16,Fulano de Tal
1645,1993-01-06,1.198667,2022-08-16,Fulano de Tal
1646,1993-01-07,1.200333,2022-08-16,Fulano de Tal
1647,1993-01-08,1.204,2022-08-16,Fulano de Tal
1648,1993-01-11,1.204667,2022-08-16,Fulano de Tal
1649,1993-01-12,1.205,2022-08-16,Fulano de Tal
1650,1993-01-13,1.207,2022-08-16,Fulano de Tal
1651,1993-01-14,1.211333,2022-08-16,Fulano de Tal
1652,1993-01-15,1.221,2022-08-16,Fulano de Tal
1653,1993-01-18,1.233667,2022-08-16,Fulano de Tal
1654,1993-01-19,1.248667,2022-08-16,Fulano de Tal
1655,1993-01-20,1.248667,2022-08-16,Fulano de Tal
1656,1993-01-21,1.268333,2022-08-16,Fulano de Tal
1657,1993-01-22,1.295333,2022-08-16,Fulano de Tal
1658,1993-01-25,1.332,2022-08-16,Fulano de Tal
1659,1993-01-26,1.370333,2022-08-16,Fulano de Tal
1660,1993-01-27,1.381333,2022-08-16,Fulano de Tal
1661,1993-01-28,1.402,2022-08-16,Fulano de Tal
1662,1993-01-29,1.414667,2022-08-16,Fulano de Tal
1663,1993-02-01,1.425333,2022-08-16,Fulano de Tal
1664,1993-02-02,1.445,2022-08-16,Fulano de Tal
1665,1993-02-03,1.457,2022-08-16,Fulano de Tal
1666,1993-02-04,1.463667,2022-08-16,Fulano de Tal
1667,1993-02-05,1.463667,2022-08-16,Fulano de Tal
1668,1993-02-08,1.465333,2022-08-16,Fulano de Tal
1669,1993-02-09,1.463,2022-08-16,Fulano de Tal
1670,1993-02-10,1.460333,2022-08-16,Fulano de Tal
1671,1993-02-11,1.458333,2022-08-16,Fulano de Tal
1672,1993-02-12,1.456333,2022-08-16,Fulano de Tal
1673,1993-02-15,1.452667,2022-08-16,Fulano de Tal
1674,1993-02-16,1.442667,2022-08-16,Fulano de Tal
1675,1993-02-17,1.426,2022-08-16,Fulano de Tal
1676,1993-02-18,1.405333,2022-08-16,Fulano de Tal
1677,1993-02-19,1.360333,2022-08-16,Fulano de Tal
1678,1993-02-24,1.360333,2022-08-16,Fulano de Tal
1679,1993-02-25,1.315,2022-08-16,Fulano de Tal
1680,1993-02-26,1.249333,2022-08-16,Fulano de Tal
1681,1993-03-01,1.201667,2022-08-16,Fulano de Tal
1682,1993-03-02,1.199,2022-08-16,Fulano de Tal
1683,1993-03-03,1.155667,2022-08-16,Fulano de Tal
1684,1993-03-04,1.108,2022-08-16,Fulano de Tal
1685,1993-03-05,1.071,2022-08-16,Fulano de Tal
1686,1993-03-08,1.046,2022-08-16,Fulano de Tal
1687,1993-03-09,1.033,2022-08-16,Fulano de Tal
1688,1993-03-10,1.033333,2022-08-16,Fulano de Tal
1689,1993-03-11,1.032,2022-08-16,Fulano de Tal
1690,1993-03-12,1.033,2022-08-16,Fulano de Tal
1691,1993-03-15,1.032667,2022-08-16,Fulano de Tal
1692,1993-03-16,1.032667,2022-08-16,Fulano de Tal
1693,1993-03-17,1.034667,2022-08-16,Fulano de Tal
1694,1993-03-18,1.039,2022-08-16,Fulano de Tal
1695,1993-03-19,1.047,2022-08-16,Fulano de Tal
1696,1993-03-22,1.058333,2022-08-16,Fulano de Tal
1697,1993-03-23,1.069667,2022-08-16,Fulano de Tal
1698,1993-03-24,1.071667,2022-08-16,Fulano de Tal
1699,1993-03-25,1.078333,2022-08-16,Fulano de Tal
1700,1993-03-26,1.098333,2022-08-16,Fulano de Tal
1701,1993-03-29,1.133667,2022-08-16,Fulano de Tal
1702,1993-03-30,1.205,2022-08-16,Fulano de Tal
1703,1993-03-31,1.287333,2022-08-16,Fulano de Tal
1704,1993-04-01,1.385,2022-08-16,Fulano de Tal
1705,1993-04-02,1.397,2022-08-16,Fulano de Tal
1706,1993-04-05,1.408333,2022-08-16,Fulano de Tal
1707,1993-04-06,1.419667,2022-08-16,Fulano de Tal
1708,1993-04-07,1.425667,2022-08-16,Fulano de Tal
1709,1993-04-12,1.437,2022-08-16,Fulano de Tal
1710,1993-04-13,1.435333,2022-08-16,Fulano de Tal
1711,1993-04-14,1.432333,2022-08-16,Fulano de Tal
1712,1993-04-15,1.435333,2022-08-16,Fulano de Tal
1713,1993-04-16,1.435667,2022-08-16,Fulano de Tal
1714,1993-04-19,1.431333,2022-08-16,Fulano de Tal
1715,1993-04-20,1.425667,2022-08-16,Fulano de Tal
1716,1993-04-22,1.418667,2022-08-16,Fulano de Tal
1717,1993-04-23,1.411333,2022-08-16,Fulano de Tal
1718,1993-04-26,1.410667,2022-08-16,Fulano de Tal
1719,1993-04-27,1.411667,2022-08-16,Fulano de Tal
1720,1993-04-28,1.395,2022-08-16,Fulano de Tal
1721,1993-04-29,1.374667,2022-08-16,Fulano de Tal
1722,1993-04-30,1.343,2022-08-16,Fulano de Tal
1723,1993-05-03,1.312,2022-08-16,Fulano de Tal
1724,1993-05-04,1.307,2022-08-16,Fulano de Tal
1725,1993-05-05,1.302333,2022-08-16,Fulano de Tal
1726,1993-05-06,1.295,2022-08-16,Fulano de Tal
1727,1993-05-07,1.288333,2022-08-16,Fulano de Tal
1728,1993-05-10,1.283667,2022-08-16,Fulano de Tal
1729,1993-05-11,1.278,2022-08-16,Fulano de Tal
1730,1993-05-12,1.272667,2022-08-16,Fulano de Tal
1731,1993-05-13,1.267667,2022-08-16,Fulano de Tal
1732,1993-05-14,1.266667,2022-08-16,Fulano de Tal
1733,1993-05-17,1.269667,2022-08-16,Fulano de Tal
1734,1993-05-18,1.272,2022-08-16,Fulano de Tal
1735,1993-05-19,1.273,2022-08-16,Fulano de Tal
1736,1993-05-20,1.274,2022-08-16,Fulano de Tal
1737,1993-05-21,1.277,2022-08-16,Fulano de Tal
1738,1993-05-24,1.281333,2022-08-16,Fulano de Tal
1739,1993-05-25,1.287667,2022-08-16,Fulano de Tal
1740,1993-05-26,1.296,2022-08-16,Fulano de Tal
1741,1993-05-27,1.308667,2022-08-16,Fulano de Tal
1742,1993-05-28,1.33,2022-08-16,Fulano de Tal
1743,1993-05-31,1.355,2022-08-16,Fulano de Tal
1744,1993-06-01,1.365667,2022-08-16,Fulano de Tal
1745,1993-06-02,1.366333,2022-08-16,Fulano de Tal
1746,1993-06-03,1.364,2022-08-16,Fulano de Tal
1747,1993-06-04,1.361,2022-08-16,Fulano de Tal
1748,1993-06-07,1.357,2022-08-16,Fulano de Tal
1749,1993-06-08,1.353667,2022-08-16,Fulano de Tal
1750,1993-06-09,1.350333,2022-08-16,Fulano de Tal
1751,1993-06-11,1.347667,2022-08-16,Fulano de Tal
1752,1993-06-14,1.344333,2022-08-16,Fulano de Tal
